regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Norte;TO;Centenário;17;170410;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;2905;211;0;6;0;;;0
Norte;TO;Centenário;17;170410;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;2905;211;0;6;0;;;0
Norte;TO;Centenário;17;170410;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;2905;211;0;6;0;;;0
Norte;TO;Centenário;17;170410;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;2905;211;0;6;0;;;0
Norte;TO;Centenário;17;170410;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;2905;211;0;6;0;;;0
Norte;TO;Chapada de Areia;17;170460;17007;CANTAO;2021-07-01;26;1406;166;0;3;0;;;0
Norte;TO;Chapada de Areia;17;170460;17007;CANTAO;2021-07-02;26;1406;166;0;3;0;;;0
Norte;TO;Chapada de Areia;17;170460;17007;CANTAO;2021-07-03;26;1406;166;0;3;0;;;0
Norte;TO;Chapada de Areia;17;170460;17007;CANTAO;2021-07-04;27;1406;166;0;3;0;;;0
Norte;TO;Chapada de Areia;17;170460;17007;CANTAO;2021-07-05;27;1406;166;0;3;0;;;0
Norte;TO;Chapada de Areia;17;170460;17007;CANTAO;2021-07-06;27;1406;166;0;3;0;;;0
Norte;TO;Chapada da Natividade;17;170510;17008;AMOR PERFEITO;2021-07-01;26;3333;186;0;2;0;;;0
Norte;TO;Chapada da Natividade;17;170510;17008;AMOR PERFEITO;2021-07-02;26;3333;186;0;2;0;;;0
Norte;TO;Chapada da Natividade;17;170510;17008;AMOR PERFEITO;2021-07-03;26;3333;187;1;2;0;;;0
Norte;TO;Chapada da Natividade;17;170510;17008;AMOR PERFEITO;2021-07-04;27;3333;187;0;2;0;;;0
Norte;TO;Chapada da Natividade;17;170510;17008;AMOR PERFEITO;2021-07-05;27;3333;187;0;2;0;;;0
Norte;TO;Chapada da Natividade;17;170510;17008;AMOR PERFEITO;2021-07-06;27;3333;187;0;2;0;;;0
Norte;TO;Colinas do Tocantins;17;170550;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;35424;7429;15;128;2;;;0
Norte;TO;Colinas do Tocantins;17;170550;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;35424;7432;3;129;1;;;0
Norte;TO;Colinas do Tocantins;17;170550;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;35424;7434;2;130;1;;;0
Norte;TO;Colinas do Tocantins;17;170550;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;35424;7435;1;131;1;;;0
Norte;TO;Colinas do Tocantins;17;170550;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;35424;7439;4;131;0;;;0
Norte;TO;Colinas do Tocantins;17;170550;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;35424;7477;38;131;0;;;0
Norte;TO;Combinado;17;170555;17003;SUDESTE;2021-07-01;26;4852;643;0;10;0;;;0
Norte;TO;Combinado;17;170555;17003;SUDESTE;2021-07-02;26;4852;643;0;10;0;;;0
Norte;TO;Combinado;17;170555;17003;SUDESTE;2021-07-03;26;4852;661;18;10;0;;;0
Norte;TO;Combinado;17;170555;17003;SUDESTE;2021-07-04;27;4852;661;0;10;0;;;0
Norte;TO;Combinado;17;170555;17003;SUDESTE;2021-07-05;27;4852;661;0;10;0;;;0
Norte;TO;Combinado;17;170555;17003;SUDESTE;2021-07-06;27;4852;662;1;10;0;;;0
Norte;TO;Conceição do Tocantins;17;170560;17003;SUDESTE;2021-07-01;26;4105;182;0;10;0;;;0
Norte;TO;Conceição do Tocantins;17;170560;17003;SUDESTE;2021-07-02;26;4105;182;0;10;0;;;0
Norte;TO;Conceição do Tocantins;17;170560;17003;SUDESTE;2021-07-03;26;4105;182;0;10;0;;;0
Norte;TO;Conceição do Tocantins;17;170560;17003;SUDESTE;2021-07-04;27;4105;182;0;10;0;;;0
Norte;TO;Conceição do Tocantins;17;170560;17003;SUDESTE;2021-07-05;27;4105;182;0;10;0;;;0
Norte;TO;Conceição do Tocantins;17;170560;17003;SUDESTE;2021-07-06;27;4105;207;25;10;0;;;0
Norte;TO;Couto Magalhães;17;170600;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;5588;428;0;6;0;;;0
Norte;TO;Couto Magalhães;17;170600;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;5588;431;3;6;0;;;0
Norte;TO;Couto Magalhães;17;170600;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;5588;433;2;6;0;;;0
Norte;TO;Couto Magalhães;17;170600;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;5588;434;1;7;1;;;0
Norte;TO;Couto Magalhães;17;170600;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;5588;434;0;7;0;;;0
Norte;TO;Couto Magalhães;17;170600;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;5588;436;2;7;0;;;0
Norte;TO;Cristalândia;17;170610;17007;CANTAO;2021-07-01;26;7289;491;0;14;0;;;0
Norte;TO;Cristalândia;17;170610;17007;CANTAO;2021-07-02;26;7289;492;1;15;1;;;0
Norte;TO;Cristalândia;17;170610;17007;CANTAO;2021-07-03;26;7289;492;0;15;0;;;0
Norte;TO;Cristalândia;17;170610;17007;CANTAO;2021-07-04;27;7289;492;0;15;0;;;0
Norte;TO;Cristalândia;17;170610;17007;CANTAO;2021-07-05;27;7289;492;0;15;0;;;0
Norte;TO;Cristalândia;17;170610;17007;CANTAO;2021-07-06;27;7289;497;5;15;0;;;0
Norte;TO;Crixás do Tocantins;17;170625;17005;ILHA DO BANANAL;2021-07-01;26;1722;136;0;0;0;;;0
Norte;TO;Crixás do Tocantins;17;170625;17005;ILHA DO BANANAL;2021-07-02;26;1722;136;0;0;0;;;0
Norte;TO;Crixás do Tocantins;17;170625;17005;ILHA DO BANANAL;2021-07-03;26;1722;136;0;0;0;;;0
Norte;TO;Crixás do Tocantins;17;170625;17005;ILHA DO BANANAL;2021-07-04;27;1722;136;0;0;0;;;0
Norte;TO;Crixás do Tocantins;17;170625;17005;ILHA DO BANANAL;2021-07-05;27;1722;136;0;0;0;;;0
Norte;TO;Crixás do Tocantins;17;170625;17005;ILHA DO BANANAL;2021-07-06;27;1722;137;1;0;0;;;0
Norte;TO;Darcinópolis;17;170650;17001;MEDIO NORTE ARAGUAIA;2021-07-01;26;6097;635;8;10;0;;;0
Norte;TO;Darcinópolis;17;170650;17001;MEDIO NORTE ARAGUAIA;2021-07-02;26;6097;641;6;10;0;;;0
Norte;TO;Darcinópolis;17;170650;17001;MEDIO NORTE ARAGUAIA;2021-07-03;26;6097;642;1;11;1;;;0
Norte;TO;Darcinópolis;17;170650;17001;MEDIO NORTE ARAGUAIA;2021-07-04;27;6097;642;0;11;0;;;0
Norte;TO;Darcinópolis;17;170650;17001;MEDIO NORTE ARAGUAIA;2021-07-05;27;6097;642;0;11;0;;;0
Norte;TO;Darcinópolis;17;170650;17001;MEDIO NORTE ARAGUAIA;2021-07-06;27;6097;642;0;11;0;;;0
Norte;TO;Dianópolis;17;170700;17003;SUDESTE;2021-07-01;26;22139;1498;2;31;1;;;0
Norte;TO;Dianópolis;17;170700;17003;SUDESTE;2021-07-02;26;22139;1526;28;32;1;;;0
Norte;TO;Dianópolis;17;170700;17003;SUDESTE;2021-07-03;26;22139;1530;4;32;0;;;0
Norte;TO;Dianópolis;17;170700;17003;SUDESTE;2021-07-04;27;22139;1530;0;32;0;;;0
Norte;TO;Dianópolis;17;170700;17003;SUDESTE;2021-07-05;27;22139;1530;0;32;0;;;0
Norte;TO;Dianópolis;17;170700;17003;SUDESTE;2021-07-06;27;22139;1537;7;32;0;;;0
Norte;TO;Divinópolis do Tocantins;17;170710;17007;CANTAO;2021-07-01;26;6900;776;5;9;0;;;0
Norte;TO;Divinópolis do Tocantins;17;170710;17007;CANTAO;2021-07-02;26;6900;776;0;9;0;;;0
Norte;TO;Divinópolis do Tocantins;17;170710;17007;CANTAO;2021-07-03;26;6900;777;1;9;0;;;0
Norte;TO;Divinópolis do Tocantins;17;170710;17007;CANTAO;2021-07-04;27;6900;777;0;9;0;;;0
Norte;TO;Divinópolis do Tocantins;17;170710;17007;CANTAO;2021-07-05;27;6900;777;0;9;0;;;0
Norte;TO;Divinópolis do Tocantins;17;170710;17007;CANTAO;2021-07-06;27;6900;781;4;9;0;;;0
Norte;TO;Dois Irmãos do Tocantins;17;170720;17007;CANTAO;2021-07-01;26;7198;670;0;18;0;;;0
Norte;TO;Dois Irmãos do Tocantins;17;170720;17007;CANTAO;2021-07-02;26;7198;671;1;19;1;;;0
Norte;TO;Dois Irmãos do Tocantins;17;170720;17007;CANTAO;2021-07-03;26;7198;671;0;19;0;;;0
Norte;TO;Dois Irmãos do Tocantins;17;170720;17007;CANTAO;2021-07-04;27;7198;671;0;19;0;;;0
Norte;TO;Dois Irmãos do Tocantins;17;170720;17007;CANTAO;2021-07-05;27;7198;671;0;19;0;;;0
Norte;TO;Dois Irmãos do Tocantins;17;170720;17007;CANTAO;2021-07-06;27;7198;671;0;19;0;;;0
Norte;TO;Dueré;17;170730;17005;ILHA DO BANANAL;2021-07-01;26;4686;356;2;9;0;;;0
Norte;TO;Dueré;17;170730;17005;ILHA DO BANANAL;2021-07-02;26;4686;357;1;9;0;;;0
Norte;TO;Dueré;17;170730;17005;ILHA DO BANANAL;2021-07-03;26;4686;359;2;9;0;;;0
Norte;TO;Dueré;17;170730;17005;ILHA DO BANANAL;2021-07-04;27;4686;359;0;9;0;;;0
Norte;TO;Dueré;17;170730;17005;ILHA DO BANANAL;2021-07-05;27;4686;359;0;9;0;;;0
Norte;TO;Dueré;17;170730;17005;ILHA DO BANANAL;2021-07-06;27;4686;360;1;9;0;;;0
Norte;TO;Esperantina;17;170740;17002;BICO DO PAPAGAIO;2021-07-01;26;10996;718;2;18;0;;;0
Norte;TO;Esperantina;17;170740;17002;BICO DO PAPAGAIO;2021-07-02;26;10996;720;2;18;0;;;0
Norte;TO;Esperantina;17;170740;17002;BICO DO PAPAGAIO;2021-07-03;26;10996;720;0;18;0;;;0
Norte;TO;Esperantina;17;170740;17002;BICO DO PAPAGAIO;2021-07-04;27;10996;720;0;18;0;;;0
Norte;TO;Esperantina;17;170740;17002;BICO DO PAPAGAIO;2021-07-05;27;10996;720;0;18;0;;;0
Norte;TO;Esperantina;17;170740;17002;BICO DO PAPAGAIO;2021-07-06;27;10996;720;0;18;0;;;0
Norte;TO;Fátima;17;170755;17008;AMOR PERFEITO;2021-07-01;26;3835;567;11;8;0;;;1
Norte;TO;Fátima;17;170755;17008;AMOR PERFEITO;2021-07-02;26;3835;567;0;8;0;;;1
Norte;TO;Fátima;17;170755;17008;AMOR PERFEITO;2021-07-03;26;3835;567;0;8;0;;;1
Norte;TO;Fátima;17;170755;17008;AMOR PERFEITO;2021-07-04;27;3835;567;0;8;0;;;1
Norte;TO;Fátima;17;170755;17008;AMOR PERFEITO;2021-07-05;27;3835;567;0;8;0;;;1
Norte;TO;Fátima;17;170755;17008;AMOR PERFEITO;2021-07-06;27;3835;583;16;8;0;;;1
Norte;TO;Figueirópolis;17;170765;17005;ILHA DO BANANAL;2021-07-01;26;5263;717;7;14;1;;;0
Norte;TO;Figueirópolis;17;170765;17005;ILHA DO BANANAL;2021-07-02;26;5263;716;-1;14;0;;;0
Norte;TO;Figueirópolis;17;170765;17005;ILHA DO BANANAL;2021-07-03;26;5263;716;0;14;0;;;0
Norte;TO;Figueirópolis;17;170765;17005;ILHA DO BANANAL;2021-07-04;27;5263;716;0;14;0;;;0
Norte;TO;Figueirópolis;17;170765;17005;ILHA DO BANANAL;2021-07-05;27;5263;717;1;15;1;;;0
Norte;TO;Figueirópolis;17;170765;17005;ILHA DO BANANAL;2021-07-06;27;5263;718;1;15;0;;;0
Norte;TO;Filadélfia;17;170770;17001;MEDIO NORTE ARAGUAIA;2021-07-01;26;8856;451;3;6;0;;;0
Norte;TO;Filadélfia;17;170770;17001;MEDIO NORTE ARAGUAIA;2021-07-02;26;8856;451;0;6;0;;;0
Norte;TO;Filadélfia;17;170770;17001;MEDIO NORTE ARAGUAIA;2021-07-03;26;8856;453;2;6;0;;;0
Norte;TO;Filadélfia;17;170770;17001;MEDIO NORTE ARAGUAIA;2021-07-04;27;8856;454;1;6;0;;;0
Norte;TO;Filadélfia;17;170770;17001;MEDIO NORTE ARAGUAIA;2021-07-05;27;8856;455;1;6;0;;;0
Norte;TO;Filadélfia;17;170770;17001;MEDIO NORTE ARAGUAIA;2021-07-06;27;8856;459;4;6;0;;;0
Norte;TO;Formoso do Araguaia;17;170820;17005;ILHA DO BANANAL;2021-07-01;26;18440;2721;1;52;0;;;0
Norte;TO;Formoso do Araguaia;17;170820;17005;ILHA DO BANANAL;2021-07-02;26;18440;2727;6;52;0;;;0
Norte;TO;Formoso do Araguaia;17;170820;17005;ILHA DO BANANAL;2021-07-03;26;18440;2727;0;52;0;;;0
Norte;TO;Formoso do Araguaia;17;170820;17005;ILHA DO BANANAL;2021-07-04;27;18440;2732;5;52;0;;;0
Norte;TO;Formoso do Araguaia;17;170820;17005;ILHA DO BANANAL;2021-07-05;27;18440;2734;2;52;0;;;0
Norte;TO;Formoso do Araguaia;17;170820;17005;ILHA DO BANANAL;2021-07-06;27;18440;2738;4;54;2;;;0
Norte;TO;Tabocão;17;170825;17006;CAPIM DOURADO;2021-07-01;26;2589;493;2;8;0;;;0
Norte;TO;Tabocão;17;170825;17006;CAPIM DOURADO;2021-07-02;26;2589;494;1;8;0;;;0
Norte;TO;Tabocão;17;170825;17006;CAPIM DOURADO;2021-07-03;26;2589;494;0;8;0;;;0
Norte;TO;Tabocão;17;170825;17006;CAPIM DOURADO;2021-07-04;27;2589;494;0;8;0;;;0
Norte;TO;Tabocão;17;170825;17006;CAPIM DOURADO;2021-07-05;27;2589;494;0;8;0;;;0
Norte;TO;Tabocão;17;170825;17006;CAPIM DOURADO;2021-07-06;27;2589;495;1;8;0;;;0
Norte;TO;Goianorte;17;170830;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;5123;313;2;7;0;;;0
Norte;TO;Goianorte;17;170830;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;5123;315;2;7;0;;;0
Norte;TO;Goianorte;17;170830;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;5123;318;3;7;0;;;0
Norte;TO;Goianorte;17;170830;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;5123;318;0;7;0;;;0
Norte;TO;Goianorte;17;170830;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;5123;318;0;7;0;;;0
Norte;TO;Goianorte;17;170830;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;5123;320;2;7;0;;;0
Norte;TO;Goiatins;17;170900;17001;MEDIO NORTE ARAGUAIA;2021-07-01;26;13019;1031;5;10;0;;;0
Norte;TO;Goiatins;17;170900;17001;MEDIO NORTE ARAGUAIA;2021-07-02;26;13019;1033;2;10;0;;;0
Norte;TO;Goiatins;17;170900;17001;MEDIO NORTE ARAGUAIA;2021-07-03;26;13019;1034;1;10;0;;;0
Norte;TO;Goiatins;17;170900;17001;MEDIO NORTE ARAGUAIA;2021-07-04;27;13019;1034;0;10;0;;;0
Norte;TO;Goiatins;17;170900;17001;MEDIO NORTE ARAGUAIA;2021-07-05;27;13019;1034;0;10;0;;;0
Norte;TO;Goiatins;17;170900;17001;MEDIO NORTE ARAGUAIA;2021-07-06;27;13019;1034;0;10;0;;;0
Norte;TO;Guaraí;17;170930;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;25923;3167;4;71;0;;;0
Norte;TO;Guaraí;17;170930;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;25923;3173;6;71;0;;;0
Norte;TO;Guaraí;17;170930;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;25923;3177;4;71;0;;;0
Norte;TO;Guaraí;17;170930;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;25923;3177;0;71;0;;;0
Norte;TO;Guaraí;17;170930;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;25923;3177;0;71;0;;;0
Norte;TO;Guaraí;17;170930;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;25923;3197;20;71;0;;;0
Norte;TO;Gurupi;17;170950;17005;ILHA DO BANANAL;2021-07-01;26;86647;12463;80;193;0;;;0
Norte;TO;Gurupi;17;170950;17005;ILHA DO BANANAL;2021-07-02;26;86647;12496;33;193;0;;;0
Norte;TO;Gurupi;17;170950;17005;ILHA DO BANANAL;2021-07-03;26;86647;12550;54;193;0;;;0
Norte;TO;Gurupi;17;170950;17005;ILHA DO BANANAL;2021-07-04;27;86647;12591;41;193;0;;;0
Norte;TO;Gurupi;17;170950;17005;ILHA DO BANANAL;2021-07-05;27;86647;12630;39;193;0;;;0
Norte;TO;Gurupi;17;170950;17005;ILHA DO BANANAL;2021-07-06;27;86647;12698;68;193;0;;;0
Norte;TO;Ipueiras;17;170980;17008;AMOR PERFEITO;2021-07-01;26;2015;121;0;4;0;;;1
Norte;TO;Ipueiras;17;170980;17008;AMOR PERFEITO;2021-07-02;26;2015;121;0;4;0;;;1
Norte;TO;Ipueiras;17;170980;17008;AMOR PERFEITO;2021-07-03;26;2015;121;0;4;0;;;1
Norte;TO;Ipueiras;17;170980;17008;AMOR PERFEITO;2021-07-04;27;2015;121;0;4;0;;;1
Norte;TO;Ipueiras;17;170980;17008;AMOR PERFEITO;2021-07-05;27;2015;121;0;4;0;;;1
Norte;TO;Ipueiras;17;170980;17008;AMOR PERFEITO;2021-07-06;27;2015;121;0;4;0;;;1
Norte;TO;Itacajá;17;171050;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;7433;923;3;11;0;;;0
Norte;TO;Itacajá;17;171050;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;7433;923;0;11;0;;;0
Norte;TO;Itacajá;17;171050;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;7433;926;3;11;0;;;0
Norte;TO;Itacajá;17;171050;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;7433;926;0;11;0;;;0
Norte;TO;Itacajá;17;171050;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;7433;926;0;11;0;;;0
Norte;TO;Itacajá;17;171050;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;7433;928;2;11;0;;;0
Norte;TO;Itaguatins;17;171070;17002;BICO DO PAPAGAIO;2021-07-01;26;5864;514;12;14;0;;;0
Norte;TO;Itaguatins;17;171070;17002;BICO DO PAPAGAIO;2021-07-02;26;5864;513;-1;14;0;;;0
Norte;TO;Itaguatins;17;171070;17002;BICO DO PAPAGAIO;2021-07-03;26;5864;513;0;14;0;;;0
Norte;TO;Itaguatins;17;171070;17002;BICO DO PAPAGAIO;2021-07-04;27;5864;513;0;14;0;;;0
Norte;TO;Itaguatins;17;171070;17002;BICO DO PAPAGAIO;2021-07-05;27;5864;513;0;14;0;;;0
Norte;TO;Itaguatins;17;171070;17002;BICO DO PAPAGAIO;2021-07-06;27;5864;521;8;14;0;;;0
Norte;TO;Itapiratins;17;171090;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;3777;392;2;3;0;;;0
Norte;TO;Itapiratins;17;171090;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;3777;400;8;4;1;;;0
Norte;TO;Itapiratins;17;171090;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;3777;400;0;4;0;;;0
Norte;TO;Itapiratins;17;171090;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;3777;404;4;4;0;;;0
Norte;TO;Itapiratins;17;171090;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;3777;404;0;4;0;;;0
Norte;TO;Itapiratins;17;171090;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;3777;408;4;4;0;;;0
Norte;TO;Itaporã do Tocantins;17;171110;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;2427;414;0;3;0;;;0
Norte;TO;Itaporã do Tocantins;17;171110;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;2427;450;36;3;0;;;0
Norte;TO;Itaporã do Tocantins;17;171110;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;2427;489;39;3;0;;;0
Norte;TO;Itaporã do Tocantins;17;171110;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;2427;490;1;3;0;;;0
Norte;TO;Itaporã do Tocantins;17;171110;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;2427;490;0;3;0;;;0
Norte;TO;Itaporã do Tocantins;17;171110;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;2427;490;0;3;0;;;0
Norte;TO;Jaú do Tocantins;17;171150;17005;ILHA DO BANANAL;2021-07-01;26;3849;258;0;9;0;;;0
Norte;TO;Jaú do Tocantins;17;171150;17005;ILHA DO BANANAL;2021-07-02;26;3849;268;10;9;0;;;0
Norte;TO;Jaú do Tocantins;17;171150;17005;ILHA DO BANANAL;2021-07-03;26;3849;277;9;9;0;;;0
Norte;TO;Jaú do Tocantins;17;171150;17005;ILHA DO BANANAL;2021-07-04;27;3849;277;0;9;0;;;0
Norte;TO;Jaú do Tocantins;17;171150;17005;ILHA DO BANANAL;2021-07-05;27;3849;277;0;9;0;;;0
Norte;TO;Jaú do Tocantins;17;171150;17005;ILHA DO BANANAL;2021-07-06;27;3849;277;0;9;0;;;0
Norte;TO;Juarina;17;171180;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-01;26;2193;137;0;2;0;;;0
Norte;TO;Juarina;17;171180;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-02;26;2193;137;0;2;0;;;0
Norte;TO;Juarina;17;171180;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-03;26;2193;137;0;2;0;;;0
Norte;TO;Juarina;17;171180;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-04;27;2193;137;0;2;0;;;0
Norte;TO;Juarina;17;171180;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-05;27;2193;137;0;2;0;;;0
Norte;TO;Juarina;17;171180;17004;CERRADO TOCANTINS ARAGUAIA;2021-07-06;27;2193;137;0;2;0;;;0
Norte;TO;Lagoa da Confusão;17;171190;17007;CANTAO;2021-07-01;26;13357;1779;2;23;0;;;0
Norte;TO;Lagoa da Confusão;17;171190;17007;CANTAO;2021-07-02;26;13357;1782;3;24;1;;;0
Norte;TO;Lagoa da Confusão;17;171190;17007;CANTAO;2021-07-03;26;13357;1788;6;24;0;;;0
Norte;TO;Lagoa da Confusão;17;171190;17007;CANTAO;2021-07-04;27;13357;1788;0;24;0;;;0
Norte;TO;Lagoa da Confusão;17;171190;17007;CANTAO;2021-07-05;27;13357;1790;2;24;0;;;0
Norte;TO;Lagoa da Confusão;17;171190;17007;CANTAO;2021-07-06;27;13357;1795;5;24;0;;;0
Norte;TO;Lagoa do Tocantins;17;171195;17006;CAPIM DOURADO;2021-07-01;26;4316;264;1;7;0;;;0
Norte;TO;Lagoa do Tocantins;17;171195;17006;CAPIM DOURADO;2021-07-02;26;4316;267;3;7;0;;;0
Norte;TO;Lagoa do Tocantins;17;171195;17006;CAPIM DOURADO;2021-07-03;26;4316;265;-2;7;0;;;0
Norte;TO;Lagoa do Tocantins;17;171195;17006;CAPIM DOURADO;2021-07-04;27;4316;265;0;7;0;;;0
Norte;TO;Lagoa do Tocantins;17;171195;17006;CAPIM DOURADO;2021-07-05;27;4316;267;2;7;0;;;0
Norte;TO;Lagoa do Tocantins;17;171195;17006;CAPIM DOURADO;2021-07-06;27;4316;275;8;7;0;;;0
Norte;TO;Lajeado;17;171200;17006;CAPIM DOURADO;2021-07-01;26;3134;168;0;4;0;;;1
Norte;TO;Lajeado;17;171200;17006;CAPIM DOURADO;2021-07-02;26;3134;168;0;4;0;;;1
Norte;TO;Lajeado;17;171200;17006;CAPIM DOURADO;2021-07-03;26;3134;168;0;4;0;;;1
Norte;TO;Lajeado;17;171200;17006;CAPIM DOURADO;2021-07-04;27;3134;168;0;4;0;;;1
Norte;TO;Lajeado;17;171200;17006;CAPIM DOURADO;2021-07-05;27;3134;168;0;4;0;;;1
Norte;TO;Lajeado;17;171200;17006;CAPIM DOURADO;2021-07-06;27;3134;168;0;4;0;;;1
Norte;TO;Lavandeira;17;171215;17003;SUDESTE;2021-07-01;26;1923;140;0;0;0;;;0
Norte;TO;Lavandeira;17;171215;17003;SUDESTE;2021-07-02;26;1923;146;6;0;0;;;0
Norte;TO;Lavandeira;17;171215;17003;SUDESTE;2021-07-03;26;1923;146;0;0;0;;;0
Norte;TO;Lavandeira;17;171215;17003;SUDESTE;2021-07-04;27;1923;146;0;0;0;;;0
Norte;TO;Lavandeira;17;171215;17003;SUDESTE;2021-07-05;27;1923;146;0;0;0;;;0
Norte;TO;Lavandeira;17;171215;17003;SUDESTE;2021-07-06;27;1923;146;0;0;0;;;0
Norte;TO;Lizarda;17;171240;17006;CAPIM DOURADO;2021-07-01;26;3740;145;0;3;0;;;0
Norte;TO;Lizarda;17;171240;17006;CAPIM DOURADO;2021-07-02;26;3740;149;4;3;0;;;0
Norte;TO;Lizarda;17;171240;17006;CAPIM DOURADO;2021-07-03;26;3740;149;0;3;0;;;0
Norte;TO;Lizarda;17;171240;17006;CAPIM DOURADO;2021-07-04;27;3740;149;0;3;0;;;0
Norte;TO;Lizarda;17;171240;17006;CAPIM DOURADO;2021-07-05;27;3740;149;0;3;0;;;0
Norte;TO;Lizarda;17;171240;17006;CAPIM DOURADO;2021-07-06;27;3740;149;0;3;0;;;0
Norte;TO;Luzinópolis;17;171245;17002;BICO DO PAPAGAIO;2021-07-01;26;3108;198;0;2;0;;;0
Norte;TO;Luzinópolis;17;171245;17002;BICO DO PAPAGAIO;2021-07-02;26;3108;198;0;2;0;;;0
Norte;TO;Luzinópolis;17;171245;17002;BICO DO PAPAGAIO;2021-07-03;26;3108;198;0;2;0;;;0
Norte;TO;Luzinópolis;17;171245;17002;BICO DO PAPAGAIO;2021-07-04;27;3108;198;0;2;0;;;0
Norte;TO;Luzinópolis;17;171245;17002;BICO DO PAPAGAIO;2021-07-05;27;3108;198;0;2;0;;;0
Norte;TO;Luzinópolis;17;171245;17002;BICO DO PAPAGAIO;2021-07-06;27;3108;199;1;2;0;;;0
Norte;TO;Marianópolis do Tocantins;17;171250;17007;CANTAO;2021-07-01;26;5175;399;3;13;0;;;0
Norte;TO;Marianópolis do Tocantins;17;171250;17007;CANTAO;2021-07-02;26;5175;399;0;13;0;;;0
Norte;TO;Marianópolis do Tocantins;17;171250;17007;CANTAO;2021-07-03;26;5175;399;0;13;0;;;0
Norte;TO;Marianópolis do Tocantins;17;171250;17007;CANTAO;2021-07-04;27;5175;399;0;13;0;;;0
Norte;TO;Marianópolis do Tocantins;17;171250;17007;CANTAO;2021-07-05;27;5175;399;0;13;0;;;0
Norte;TO;Marianópolis do Tocantins;17;171250;17007;CANTAO;2021-07-06;27;5175;401;2;13;0;;;0
Norte;TO;Mateiros;17;171270;17008;AMOR PERFEITO;2021-07-01;26;2684;196;1;0;0;;;0
Norte;TO;Mateiros;17;171270;17008;AMOR PERFEITO;2021-07-02;26;2684;196;0;0;0;;;0
